PROVISIONAL_KEY,CLAUDE_ID,LANGUAGE,LANGUAGE_CODE,LANGUAGE_VARIETY,CATEGORY,CONTEXT,MONEY_CRITICALITY,FR_SOURCE,FR_MARCHE,TTS_CANONICAL,STT_VARIANTS,STATUS,VALIDATION_NATIVE_REQUISE,VALIDATOR_1,VALIDATOR_2,FIELD_TEST_STATUS,RISK_NOTE
PROVISIONAL_FRM_NUMBER_HUNDRED_900,,Baoulé,bci,Baoulé central; variété locale de marché à confirmer,NUMBER_HUNDREDS,Lecture isolée d’une centaine ou de mille; l’unité et le contexte doivent être ajoutés.,MEDIUM,neuf cents,neuf cents,ya ngwlan,ya ngwlan,DRAFT,true,,,NON_TESTE,
PROVISIONAL_FRM_NUMBER_THOUSAND_1000,,Baoulé,bci,Baoulé central; variété locale de marché à confirmer,NUMBER_THOUSAND,Lecture isolée d’une centaine ou de mille; l’unité et le contexte doivent être ajoutés.,MEDIUM,mille,mille,akpi,akpi,DRAFT,true,,,NON_TESTE,
PROVISIONAL_FRM_UNIT_01_UNITE,,Baoulé,bci,Baoulé central; variété locale de marché à confirmer,UNIT,Unité de vente orale.,LOW,unité,à l’unité,,,DRAFT,true,,,NON_TESTE,
PROVISIONAL_FRM_UNIT_02_TAS,,Baoulé,bci,Baoulé central; variété locale de marché à confirmer,UNIT,Unité de vente orale.,LOW,tas,tas,,,DRAFT,true,,,NON_TESTE,
PROVISIONAL_FRM_UNIT_03_SAC,,Baoulé,bci,Baoulé central; variété locale de marché à confirmer,UNIT,Unité de vente orale.,LOW,sac,sac,,,DRAFT,true,,,NON_TESTE,
PROVISIONAL_FRM_UNIT_04_KILO,,Baoulé,bci,Baoulé central; variété locale de marché à confirmer,UNIT,Unité de vente orale.,LOW,kilo,kilo,,,DRAFT,true,,,NON_TESTE,
PROVISIONAL_FRM_UNIT_05_BOTTE,,Baoulé,bci,Baoulé central; variété locale de marché à confirmer,UNIT,Unité de vente orale.,LOW,botte,botte,,,DRAFT,true,,,NON_TESTE,
PROVISIONAL_FRM_UNIT_06_BIDON,,Baoulé,bci,Baoulé central; variété locale de marché à confirmer,UNIT,Unité de vente orale.,LOW,bidon,bidon,,,DRAFT,true,,,NON_TESTE,
PROVISIONAL_FRM_UNIT_07_SACHET,,Baoulé,bci,Baoulé central; variété locale de marché à confirmer,UNIT,Unité de vente orale.,LOW,sachet,sachet,,,DRAFT,true,,,NON_TESTE,
PROVISIONAL_FRM_UNIT_08_PAQUET,,Baoulé,bci,Baoulé central; variété locale de marché à confirmer,UNIT,Unité de vente orale.,LOW,paquet,paquet,,,DRAFT,true,,,NON_TESTE,
PROVISIONAL_FRM_UNIT_09_MORCEAU,,Baoulé,bci,Baoulé central; variété locale de marché à confirmer,UNIT,Unité de vente orale.,LOW,morceau,morceau,,,DRAFT,true,,,NON_TESTE,
PROVISIONAL_FRM_UNIT_10_LITRE,,Baoulé,bci,Baoulé central; variété locale de marché à confirmer,UNIT,Unité de vente orale.,LOW,litre,litre,,,DRAFT,true,,,NON_TESTE,
PROVISIONAL_FRM_UNIT_11_REGIME,,Baoulé,bci,Baoulé central; variété locale de marché à confirmer,UNIT,Unité de vente orale.,LOW,régime,régime,,,DRAFT,true,,,NON_TESTE,
PROVISIONAL_FRM_UNIT_12_CARTON,,Baoulé,bci,Baoulé central; variété locale de marché à confirmer,UNIT,Unité de vente orale.,LOW,carton,carton,,,DRAFT,true,,,NON_TESTE,
PROVISIONAL_FRM_UNIT_13_CAISSE,,Baoulé,bci,Baoulé central; variété locale de marché à confirmer,UNIT,Unité de vente orale.,LOW,caisse,caisse,,,DRAFT,true,,,NON_TESTE,
PROVISIONAL_FRM_UNIT_14_BOUTEILLE,,Baoulé,bci,Baoulé central; variété locale de marché à confirmer,UNIT,Unité de vente orale.,LOW,bouteille,bouteille,,,DRAFT,true,,,NON_TESTE,
PROVISIONAL_FRM_UNIT_15_PANIER,,Baoulé,bci,Baoulé central; variété locale de marché à confirmer,UNIT,Unité de vente orale.,LOW,panier,panier,,,DRAFT,true,,,NON_TESTE,
PROVISIONAL_FRM_UNIT_16_FRANC,,Baoulé,bci,Baoulé central; variété locale de marché à confirmer,UNIT,Dénomination monétaire orale; à associer à un nombre et au contexte.,HIGH,franc,franc,,,DRAFT,true,,,NON_TESTE,
PROVISIONAL_FRM_UNIT_17_FCFA,,Baoulé,bci,Baoulé central; variété locale de marché à confirmer,UNIT,Dénomination monétaire orale; à associer à un nombre et au contexte.,HIGH,FCFA,franc CFA,,,DRAFT,true,,,NON_TESTE,
PROVISIONAL_FRM_PRODUCT_01_TOMATE,,Baoulé,bci,Baoulé central; variété locale de marché à confirmer,PRODUCT,Nom de produit à annoncer ou saisir dans une vente; aucun identifiant produit métier n’est créé.,LOW,tomate,tomate,,,DRAFT,true,,,NON_TESTE,
PROVISIONAL_FRM_PRODUCT_02_PIMENT,,Baoulé,bci,Baoulé central; variété locale de marché à confirmer,PRODUCT,Nom de produit à annoncer ou saisir dans une vente; aucun identifiant produit métier n’est créé.,LOW,piment,piment,,,DRAFT,true,,,NON_TESTE,
PROVISIONAL_FRM_PRODUCT_03_GOMBO,,Baoulé,bci,Baoulé central; variété locale de marché à confirmer,PRODUCT,Nom de produit à annoncer ou saisir dans une vente; aucun identifiant produit métier n’est créé.,LOW,gombo,gombo,,,DRAFT,true,,,NON_TESTE,
PROVISIONAL_FRM_PRODUCT_04_ATTIEKE,,Baoulé,bci,Baoulé central; variété locale de marché à confirmer,PRODUCT,Nom de produit à annoncer ou saisir dans une vente; aucun identifiant produit métier n’est créé.,LOW,attiéké,attiéké,,,DRAFT,true,,,NON_TESTE,
PROVISIONAL_FRM_PRODUCT_05_BANANE,,Baoulé,bci,Baoulé central; variété locale de marché à confirmer,PRODUCT,Nom de produit à annoncer ou saisir dans une vente; aucun identifiant produit métier n’est créé.,LOW,banane,banane,,,DRAFT,true,,,NON_TESTE,
PROVISIONAL_FRM_PRODUCT_06_PLANTAIN,,Baoulé,bci,Baoulé central; variété locale de marché à confirmer,PRODUCT,Nom de produit à annoncer ou saisir dans une vente; aucun identifiant produit métier n’est créé.,LOW,plantain,plantain,,,DRAFT,true,,,NON_TESTE,
PROVISIONAL_FRM_PRODUCT_07_IGNAME,,Baoulé,bci,Baoulé central; variété locale de marché à confirmer,PRODUCT,Nom de produit à annoncer ou saisir dans une vente; aucun identifiant produit métier n’est créé.,LOW,igname,igname,,,DRAFT,true,,,NON_TESTE,
PROVISIONAL_FRM_PRODUCT_08_MANIOC,,Baoulé,bci,Baoulé central; variété locale de marché à confirmer,PRODUCT,Nom de produit à annoncer ou saisir dans une vente; aucun identifiant produit métier n’est créé.,LOW,manioc,manioc,,,DRAFT,true,,,NON_TESTE,
PROVISIONAL_FRM_PRODUCT_09_AUBERGINE,,Baoulé,bci,Baoulé central; variété locale de marché à confirmer,PRODUCT,Nom de produit à annoncer ou saisir dans une vente; aucun identifiant produit métier n’est créé.,LOW,aubergine,aubergine,,,DRAFT,true,,,NON_TESTE,
PROVISIONAL_FRM_PRODUCT_10_OIGNON,,Baoulé,bci,Baoulé central; variété locale de marché à confirmer,PRODUCT,Nom de produit à annoncer ou saisir dans une vente; aucun identifiant produit métier n’est créé.,LOW,oignon,oignon,,,DRAFT,true,,,NON_TESTE,
PROVISIONAL_FRM_PRODUCT_11_AIL,,Baoulé,bci,Baoulé central; variété locale de marché à confirmer,PRODUCT,Nom de produit à annoncer ou saisir dans une vente; aucun identifiant produit métier n’est créé.,LOW,ail,ail,,,DRAFT,true,,,NON_TESTE,
PROVISIONAL_FRM_PRODUCT_12_POISSON,,Baoulé,bci,Baoulé central; variété locale de marché à confirmer,PRODUCT,Nom de produit à annoncer ou saisir dans une vente; aucun identifiant produit métier n’est créé.,LOW,poisson,poisson,,,DRAFT,true,,,NON_TESTE,
PROVISIONAL_FRM_PRODUCT_13_VIANDE,,Baoulé,bci,Baoulé central; variété locale de marché à confirmer,PRODUCT,Nom de produit à annoncer ou saisir dans une vente; aucun identifiant produit métier n’est créé.,LOW,viande,viande,,,DRAFT,true,,,NON_TESTE,
PROVISIONAL_FRM_PRODUCT_14_POULET,,Baoulé,bci,Baoulé central; variété locale de marché à confirmer,PRODUCT,Nom de produit à annoncer ou saisir dans une vente; aucun identifiant produit métier n’est créé.,LOW,poulet,poulet,,,DRAFT,true,,,NON_TESTE,
PROVISIONAL_FRM_PRODUCT_15_HUILE,,Baoulé,bci,Baoulé central; variété locale de marché à confirmer,PRODUCT,Nom de produit à annoncer ou saisir dans une vente; aucun identifiant produit métier n’est créé.,LOW,huile,huile,,,DRAFT,true,,,NON_TESTE,
PROVISIONAL_FRM_PRODUCT_16_SEL,,Baoulé,bci,Baoulé central; variété locale de marché à confirmer,PRODUCT,Nom de produit à annoncer ou saisir dans une vente; aucun identifiant produit métier n’est créé.,LOW,sel,sel,,,DRAFT,true,,,NON_TESTE,
PROVISIONAL_FRM_PRODUCT_17_SUCRE,,Baoulé,bci,Baoulé central; variété locale de marché à confirmer,PRODUCT,Nom de produit à annoncer ou saisir dans une vente; aucun identifiant produit métier n’est créé.,LOW,sucre,sucre,,,DRAFT,true,,,NON_TESTE,
PROVISIONAL_FRM_PRODUCT_18_RIZ,,Baoulé,bci,Baoulé central; variété locale de marché à confirmer,PRODUCT,Nom de produit à annoncer ou saisir dans une vente; aucun identifiant produit métier n’est créé.,LOW,riz,riz,,,DRAFT,true,,,NON_TESTE,
PROVISIONAL_FRM_PRODUCT_19_HARICOT,,Baoulé,bci,Baoulé central; variété locale de marché à confirmer,PRODUCT,Nom de produit à annoncer ou saisir dans une vente; aucun identifiant produit métier n’est créé.,LOW,haricot,haricot,,,DRAFT,true,,,NON_TESTE,
PROVISIONAL_FRM_PRODUCT_20_MAIS,,Baoulé,bci,Baoulé central; variété locale de marché à confirmer,PRODUCT,Nom de produit à annoncer ou saisir dans une vente; aucun identifiant produit métier n’est créé.,LOW,maïs,maïs,,,DRAFT,true,,,NON_TESTE,
PROVISIONAL_FRM_PRODUCT_21_FOUTOU,,Baoulé,bci,Baoulé central; variété locale de marché à confirmer,PRODUCT,Nom de produit à annoncer ou saisir dans une vente; aucun identifiant produit métier n’est créé.,LOW,foutou,foutou,,,DRAFT,true,,,NON_TESTE,
PROVISIONAL_FRM_PRODUCT_22_ORANGE,,Baoulé,bci,Baoulé central; variété locale de marché à confirmer,PRODUCT,Nom de produit à annoncer ou saisir dans une vente; aucun identifiant produit métier n’est créé.,LOW,orange,orange,,,DRAFT,true,,,NON_TESTE,
PROVISIONAL_FRM_PRODUCT_23_SAVON,,Baoulé,bci,Baoulé central; variété locale de marché à confirmer,PRODUCT,Nom de produit à annoncer ou saisir dans une vente; aucun identifiant produit métier n’est créé.,LOW,savon,savon,,,DRAFT,true,,,NON_TESTE,
PROVISIONAL_FRM_PRODUCT_24_FARINE,,Baoulé,bci,Baoulé central; variété locale de marché à confirmer,PRODUCT,Nom de produit à annoncer ou saisir dans une vente; aucun identifiant produit métier n’est créé.,LOW,farine,farine,,,DRAFT,true,,,NON_TESTE,
PROVISIONAL_FRM_PRODUCT_25_JUS,,Baoulé,bci,Baoulé central; variété locale de marché à confirmer,PRODUCT,Nom de produit à annoncer ou saisir dans une vente; aucun identifiant produit métier n’est créé.,LOW,jus,jus,,,DRAFT,true,,,NON_TESTE,
PROVISIONAL_FRM_PRODUCT_26_LAIT,,Baoulé,bci,Baoulé central; variété locale de marché à confirmer,PRODUCT,Nom de produit à annoncer ou saisir dans une vente; aucun identifiant produit métier n’est créé.,LOW,lait,lait,,,DRAFT,true,,,NON_TESTE,
PROVISIONAL_FRM_INTENT_01,,Agni (Anyin),any,NON_SPECIFIEE — aucune variété sélectionnée,FINANCIAL_PRIORITY_INTENT,Commande orale d’encaissement; elle ne vaut pas confirmation métier du paiement.,CRITICAL,Encaisse.,Encaisse ça.,,,DRAFT,true,,,NON_TESTE,
PROVISIONAL_FRM_INTENT_02,,Agni (Anyin),any,NON_SPECIFIEE — aucune variété sélectionnée,FINANCIAL_PRIORITY_INTENT,Demande du montant encore dû par une cliente.,CRITICAL,Combien elle doit ?,Elle doit combien ?,,,DRAFT,true,,,NON_TESTE,
PROVISIONAL_FRM_INTENT_03,,Agni (Anyin),any,NON_SPECIFIEE — aucune variété sélectionnée,FINANCIAL_PRIORITY_INTENT,Accord oral avant une validation; la confirmation métier reste distincte.,CRITICAL,"Oui, valide.","Oui, tu peux valider.",,,DRAFT,true,,,NON_TESTE,
PROVISIONAL_FRM_INTENT_04,,Agni (Anyin),any,NON_SPECIFIEE — aucune variété sélectionnée,FINANCIAL_PRIORITY_INTENT,Refus ou demande d’annulation avant confirmation métier.,CRITICAL,Non / annule.,"Non, annule.",,,DRAFT,true,,,NON_TESTE,
PROVISIONAL_FRM_INTENT_05,,Agni (Anyin),any,NON_SPECIFIEE — aucune variété sélectionnée,FINANCIAL_PRIORITY_INTENT,Annonce d’un montant manquant dans le paiement.,CRITICAL,Il manque {montant} francs.,Il manque {montant} francs.,,,DRAFT,true,,,NON_TESTE,
PROVISIONAL_FRM_INTENT_06,,Agni (Anyin),any,NON_SPECIFIEE — aucune variété sélectionnée,FINANCIAL_PRIORITY_INTENT,Demande de vérifier le calcul ou le compte avant la suite.,CRITICAL,Compte juste.,Vérifie bien le compte.,,,DRAFT,true,,,NON_TESTE,
PROVISIONAL_FRM_INTENT_07,,Agni (Anyin),any,NON_SPECIFIEE — aucune variété sélectionnée,FINANCIAL_PRIORITY_INTENT,Annonce du montant effectivement remis par la cliente.,CRITICAL,Elle a donné {recu} francs.,Elle a donné {recu} francs.,,,DRAFT,true,,,NON_TESTE,
PROVISIONAL_FRM_INTENT_08,,Agni (Anyin),any,NON_SPECIFIEE — aucune variété sélectionnée,FINANCIAL_PRIORITY_INTENT,Annonce de la monnaie à rendre à la cliente.,CRITICAL,Tu rends {monnaie} francs.,Tu lui rends {monnaie} francs.,,,DRAFT,true,,,NON_TESTE,
PROVISIONAL_FRM_INTENT_09,,Agni (Anyin),any,NON_SPECIFIEE — aucune variété sélectionnée,FINANCIAL_PRIORITY_INTENT,Annonce du total dû par la cliente.,CRITICAL,Elle doit {total} francs.,Elle doit {total} francs.,,,DRAFT,true,,,NON_TESTE,
PROVISIONAL_FRM_INTENT_10,,Agni (Anyin),any,NON_SPECIFIEE — aucune variété sélectionnée,FINANCIAL_PRIORITY_INTENT,Demande orale de validation avant l’action métier.,CRITICAL,Je valide ?,Je valide ça ?,,,DRAFT,true,,,NON_TESTE,
PROVISIONAL_FRM_INTENT_11,,Agni (Anyin),any,NON_SPECIFIEE — aucune variété sélectionnée,FINANCIAL_PRIORITY_INTENT,Question sur le prix d’un seul article.,HIGH,Prix d’un seul.,"Un seul, c’est combien ?",,,DRAFT,true,,,NON_TESTE,
PROVISIONAL_FRM_INTENT_12,,Agni (Anyin),any,NON_SPECIFIEE — aucune variété sélectionnée,FINANCIAL_PRIORITY_INTENT,Question sur le prix total de l’ensemble présenté.,HIGH,Prix du tout.,"Tout ça, c’est combien ?",,,DRAFT,true,,,NON_TESTE,
PROVISIONAL_FRM_INTENT_13,,Agni (Anyin),any,NON_SPECIFIEE — aucune variété sélectionnée,FINANCIAL_PRIORITY_INTENT,Question générale sur le montant à payer ou le total.,HIGH,Combien ?,Ça fait combien ?,,,DRAFT,true,,,NON_TESTE,
PROVISIONAL_FRM_INTENT_14,,Agni (Anyin),any,NON_SPECIFIEE — aucune variété sélectionnée,FINANCIAL_PRIORITY_INTENT,Question sur le prix d’un produit ou d’une quantité montrée.,HIGH,C’est à combien ?,C’est à combien ?,,,DRAFT,true,,,NON_TESTE,
PROVISIONAL_FRM_INTENT_15,,Agni (Anyin),any,NON_SPECIFIEE — aucune variété sélectionnée,FINANCIAL_PRIORITY_INTENT,Question ouverte sur le produit ou l’article vendu.,LOW,Tu as vendu quoi ?,Tu as vendu quoi ?,,,DRAFT,true,,,NON_TESTE,
PROVISIONAL_FRM_NUMBER_000,,Agni (Anyin),any,NON_SPECIFIEE — aucune variété sélectionnée,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,zéro,zéro,,,DRAFT,true,,,NON_TESTE,
PROVISIONAL_FRM_NUMBER_001,,Agni (Anyin),any,NON_SPECIFIEE — aucune variété sélectionnée,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,un,un,,,DRAFT,true,,,NON_TESTE,
PROVISIONAL_FRM_NUMBER_002,,Agni (Anyin),any,NON_SPECIFIEE — aucune variété sélectionnée,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,deux,deux,,,DRAFT,true,,,NON_TESTE,
PROVISIONAL_FRM_NUMBER_003,,Agni (Anyin),any,NON_SPECIFIEE — aucune variété sélectionnée,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,trois,trois,,,DRAFT,true,,,NON_TESTE,
PROVISIONAL_FRM_NUMBER_004,,Agni (Anyin),any,NON_SPECIFIEE — aucune variété sélectionnée,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,quatre,quatre,,,DRAFT,true,,,NON_TESTE,
PROVISIONAL_FRM_NUMBER_005,,Agni (Anyin),any,NON_SPECIFIEE — aucune variété sélectionnée,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,cinq,cinq,,,DRAFT,true,,,NON_TESTE,
PROVISIONAL_FRM_NUMBER_006,,Agni (Anyin),any,NON_SPECIFIEE — aucune variété sélectionnée,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,six,six,,,DRAFT,true,,,NON_TESTE,
PROVISIONAL_FRM_NUMBER_007,,Agni (Anyin),any,NON_SPECIFIEE — aucune variété sélectionnée,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,sept,sept,,,DRAFT,true,,,NON_TESTE,
PROVISIONAL_FRM_NUMBER_008,,Agni (Anyin),any,NON_SPECIFIEE — aucune variété sélectionnée,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,huit,huit,,,DRAFT,true,,,NON_TESTE,
PROVISIONAL_FRM_NUMBER_009,,Agni (Anyin),any,NON_SPECIFIEE — aucune variété sélectionnée,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,neuf,neuf,,,DRAFT,true,,,NON_TESTE,
PROVISIONAL_FRM_NUMBER_010,,Agni (Anyin),any,NON_SPECIFIEE — aucune variété sélectionnée,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,dix,dix,,,DRAFT,true,,,NON_TESTE,
PROVISIONAL_FRM_NUMBER_011,,Agni (Anyin),any,NON_SPECIFIEE — aucune variété sélectionnée,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,onze,onze,,,DRAFT,true,,,NON_TESTE,
PROVISIONAL_FRM_NUMBER_012,,Agni (Anyin),any,NON_SPECIFIEE — aucune variété sélectionnée,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,douze,douze,,,DRAFT,true,,,NON_TESTE,
PROVISIONAL_FRM_NUMBER_013,,Agni (Anyin),any,NON_SPECIFIEE — aucune variété sélectionnée,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,treize,treize,,,DRAFT,true,,,NON_TESTE,
PROVISIONAL_FRM_NUMBER_014,,Agni (Anyin),any,NON_SPECIFIEE — aucune variété sélectionnée,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,quatorze,quatorze,,,DRAFT,true,,,NON_TESTE,
PROVISIONAL_FRM_NUMBER_015,,Agni (Anyin),any,NON_SPECIFIEE — aucune variété sélectionnée,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,quinze,quinze,,,DRAFT,true,,,NON_TESTE,
PROVISIONAL_FRM_NUMBER_016,,Agni (Anyin),any,NON_SPECIFIEE — aucune variété sélectionnée,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,seize,seize,,,DRAFT,true,,,NON_TESTE,
PROVISIONAL_FRM_NUMBER_017,,Agni (Anyin),any,NON_SPECIFIEE — aucune variété sélectionnée,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,dix-sept,dix-sept,,,DRAFT,true,,,NON_TESTE,
PROVISIONAL_FRM_NUMBER_018,,Agni (Anyin),any,NON_SPECIFIEE — aucune variété sélectionnée,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,dix-huit,dix-huit,,,DRAFT,true,,,NON_TESTE,
PROVISIONAL_FRM_NUMBER_019,,Agni (Anyin),any,NON_SPECIFIEE — aucune variété sélectionnée,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,dix-neuf,dix-neuf,,,DRAFT,true,,,NON_TESTE,
PROVISIONAL_FRM_NUMBER_020,,Agni (Anyin),any,NON_SPECIFIEE — aucune variété sélectionnée,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,vingt,vingt,,,DRAFT,true,,,NON_TESTE,
PROVISIONAL_FRM_NUMBER_021,,Agni (Anyin),any,NON_SPECIFIEE — aucune variété sélectionnée,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,vingt et un,vingt et un,,,DRAFT,true,,,NON_TESTE,
PROVISIONAL_FRM_NUMBER_022,,Agni (Anyin),any,NON_SPECIFIEE — aucune variété sélectionnée,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,vingt-deux,vingt-deux,,,DRAFT,true,,,NON_TESTE,
PROVISIONAL_FRM_NUMBER_023,,Agni (Anyin),any,NON_SPECIFIEE — aucune variété sélectionnée,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,vingt-trois,vingt-trois,,,DRAFT,true,,,NON_TESTE,
PROVISIONAL_FRM_NUMBER_024,,Agni (Anyin),any,NON_SPECIFIEE — aucune variété sélectionnée,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,vingt-quatre,vingt-quatre,,,DRAFT,true,,,NON_TESTE,
PROVISIONAL_FRM_NUMBER_025,,Agni (Anyin),any,NON_SPECIFIEE — aucune variété sélectionnée,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,vingt-cinq,vingt-cinq,,,DRAFT,true,,,NON_TESTE,
PROVISIONAL_FRM_NUMBER_026,,Agni (Anyin),any,NON_SPECIFIEE — aucune variété sélectionnée,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,vingt-six,vingt-six,,,DRAFT,true,,,NON_TESTE,
PROVISIONAL_FRM_NUMBER_027,,Agni (Anyin),any,NON_SPECIFIEE — aucune variété sélectionnée,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,vingt-sept,vingt-sept,,,DRAFT,true,,,NON_TESTE,
PROVISIONAL_FRM_NUMBER_028,,Agni (Anyin),any,NON_SPECIFIEE — aucune variété sélectionnée,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,vingt-huit,vingt-huit,,,DRAFT,true,,,NON_TESTE,
PROVISIONAL_FRM_NUMBER_029,,Agni (Anyin),any,NON_SPECIFIEE — aucune variété sélectionnée,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,vingt-neuf,vingt-neuf,,,DRAFT,true,,,NON_TESTE,
PROVISIONAL_FRM_NUMBER_030,,Agni (Anyin),any,NON_SPECIFIEE — aucune variété sélectionnée,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,trente,trente,,,DRAFT,true,,,NON_TESTE,
PROVISIONAL_FRM_NUMBER_031,,Agni (Anyin),any,NON_SPECIFIEE — aucune variété sélectionnée,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,trente et un,trente et un,,,DRAFT,true,,,NON_TESTE,
PROVISIONAL_FRM_NUMBER_032,,Agni (Anyin),any,NON_SPECIFIEE — aucune variété sélectionnée,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,trente-deux,trente-deux,,,DRAFT,true,,,NON_TESTE,
PROVISIONAL_FRM_NUMBER_033,,Agni (Anyin),any,NON_SPECIFIEE — aucune variété sélectionnée,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,trente-trois,trente-trois,,,DRAFT,true,,,NON_TESTE,
PROVISIONAL_FRM_NUMBER_034,,Agni (Anyin),any,NON_SPECIFIEE — aucune variété sélectionnée,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,trente-quatre,trente-quatre,,,DRAFT,true,,,NON_TESTE,
PROVISIONAL_FRM_NUMBER_035,,Agni (Anyin),any,NON_SPECIFIEE — aucune variété sélectionnée,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,trente-cinq,trente-cinq,,,DRAFT,true,,,NON_TESTE,
PROVISIONAL_FRM_NUMBER_036,,Agni (Anyin),any,NON_SPECIFIEE — aucune variété sélectionnée,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,trente-six,trente-six,,,DRAFT,true,,,NON_TESTE,
PROVISIONAL_FRM_NUMBER_037,,Agni (Anyin),any,NON_SPECIFIEE — aucune variété sélectionnée,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,trente-sept,trente-sept,,,DRAFT,true,,,NON_TESTE,
PROVISIONAL_FRM_NUMBER_038,,Agni (Anyin),any,NON_SPECIFIEE — aucune variété sélectionnée,NUMBER_0_100,Lecture isolée d’un nombre pour une quantité ou un montant; l’unité et le contexte doivent être ajoutés.,MEDIUM,trente-huit,trente-huit,,,DRAFT,true,,,NON_TESTE,
